Class,Text,Text_Clean
0,"Sorry, I'll call later",Sorry Ill call later
1,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",Someone contacted dating service entered phone becausethey fancy find call landline 09058098002 PoBox1 W14RG 150p
0,No message..no responce..what happend?,messageno responcewhat happend
0,Also where's the piece,Also wheres piece
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine KUDIyarasu dhina vaazhthukkal
0,Boo. How's things? I'm back at home and a little bored already :-(,Boo Hows things Im back home little bored already
0,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,First gained ltgt kg since took Second done blood sugar tests ok blood pressure within normal limits worries
0,PICK UR FONE UP NOW U DUMB?,PICK UR FONE U DUMB
0,"Thanks da thangam, i feel very very happy dear. I also miss you da.",Thanks da thangam feel happy dear also miss da
0,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",Okey doke Im home dressed cos laying around ill Speak later bout times stuff
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,dont run away frm u walk slowly amp kills u dont care enough stop
0,"Babe, I'm back ... Come back to me ...",Babe Im back Come back
0,Well you told others you'd marry them...,Well told others youd marry
0,Neshanth..tel me who r u?,Neshanthtel r u
0,YO YO YO BYATCH WHASSUP?,YO YO YO BYATCH WHASSUP
0,Oh... Kay... On sat right?,Oh Kay sat right
0,Hi! This is Roger from CL. How are you?,Hi Roger CL
1,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),Babe U want dont u baby Im nasty thing 4 filthyguys Fancy rude time sexy bitch go slo n hard Txt XXX SLO4msgs
0,Oh oh... Wasted... Den muz chiong on sat n sun liao...,Oh oh Wasted Den muz chiong sat n sun liao
0,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,Jesus christ bitch Im trying give drugs answer fucking phone
0,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,Please give 2 pick Tuesday evening 8 ok
0,I'm meeting Darren...,Im meeting Darren
0,One of best dialogue in cute reltnship..!! \Wen i Die,One best dialogue cute reltnship Wen Die
0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",Solve Case Man Found Murdered ltDECIMALgt ltgt AfterNoon 1His wife called Police 2Police questioned everyone 3Wife SirI sleeping murder took place 4Cook cooking 5Gardener picking vegetables 6HouseMaid went 2 post office 7Children went 2 play 8Neighbour went 2 marriage Police arrested murderer Immediately Whos Reply Reason U r Brilliant
0,Dear where you will be when i reach there,Dear reach
0,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),Aww thats first time u said u missed without asking missed u first love
0,Ok... Thanx... Gd nite 2 í_ too...,Ok Thanx Gd nite 2 í
0,"Come to me right now, Ahmad",Come right Ahmad
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,dont know u u dont know Send CHAT 86688 lets find 150pMsg rcvd HGSuite3422LandsRowW1J6HL LDN 18 years
0,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,Lol please Actually send pic right wanna see Pose comb hair dryer something
0,O was not into fps then.,fps
0,Huh means computational science... Y they like dat one push here n there...,Huh means computational science like dat one push n
0,"Could you not read me, my Love ? I answered you",Could read Love answered
0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,Oh Lk tt den take e one tt ends cine lor Dun wan yogasana oso
0,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",Madamregret disturbancemight receive reference check DLF Premaricakindly informedRgdsRakheshKerala
1,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,SMS SERVICES inclusive text credits pls gotto wwwcomuknet login 3qxj9 unsubscribe STOP extra charge help 08702840625 comuk220cm2 9AE
0,Oic... Then better quickly go bathe n settle down...,Oic better quickly go bathe n settle
0,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,Err Cud Im going 8pm havent got way contact
0,A bloo bloo bloo I'll miss the first bowl,bloo bloo bloo Ill miss first bowl
0,Lmao but its so fun...,Lmao fun
0,Oh k k:)but he is not a big hitter.anyway good,Oh k kbut big hitteranyway good
0,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,Hey almost forgot Happy Bday babe love ya
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,Valentines Day Special Win £1000 quiz take partner trip lifetime Send GO 83600 150pmsg rcvd CustCare08718720201
0,Do you think i can move  &lt;#&gt;  in a week,think move ltgt week
0,She.s find. I sent you an offline message to know how anjola's now.,Shes find sent offline message know anjolas
1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,Guess IThis first time created web page WWWASJESUSCOM read wrote Im waiting opinions want friend 11
0,How was txting and driving,txting driving
0,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,Thats good Lets thank God Please complete drug lots water beautiful day
0,Really dun bluff me leh... U sleep early too. Nite...,Really dun bluff leh U sleep early Nite
0,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",Indians r poor India poor country Says one swiss bank directors says ltgt lac crore Indian money deposited swiss banks used taxless budget ltgt yrs give ltgt crore jobs Indians village Delhi 4 lane roads Forever free power suply ltgt social projects Every citizen get monthly ltgt ltgt yrs need World Bank amp IMF loan Think money blocked rich politicians full rights corrupt politicians Itna forward karo ki pura INDIA padhegm
0,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,Uncle boye need movies oh Guide Plus know torrents particularly legal system slowing gr8 day Plus started cos dont meet online honey moon
0,Oh ya ya. I remember da. .,Oh ya ya remember da
0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,Btw regarding really try see anyone else 4th guy commit random dude
1,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",ur chance win £250 cash every wk TXT PLAY 83370 TsCs wwwmusictrivianet custcare 08715705022 1x150pwk
0,I not busy juz dun wan 2 go so early.. Hee.. ,busy juz dun wan 2 go early Hee
0,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,Rightio 1148 Well arent bright early morning
0,"Great. I'm in church now, will holla when i get out",Great Im church holla get
0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,Back brum Thanks putting us keeping us happy See soon
0,I donno if they are scorable,donno scorable
0,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ltgt great loxahatchee xmas tree burning update totally see stars
0,"Yes but i dont care! I need you bad, princess!",Yes dont care need bad princess
0,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",guy kadeem hasnt selling since break know one guy hes paranoid fuck doesnt like selling without cant til late tonight
0,"Sorry, I'll call later",Sorry Ill call later
0,Tmr then í_ brin lar... Aiya later i come n c lar... Mayb í_ neva set properly í_ got da help sheet wif í_...,Tmr í brin lar Aiya later come n c lar Mayb í neva set properly í got da help sheet wif í
0,Do u knw dis no. &lt;#&gt; ?,u knw dis ltgt
0,Then she dun believe wat?,dun believe wat
0,K..give back my thanks.,Kgive back thanks
0,I know complain num only..bettr directly go to bsnl offc nd apply for it..,know complain num onlybettr directly go bsnl offc nd apply
0,Okay. I've seen it. So i should pick it on friday?,Okay Ive seen pick friday
0,How much she payed. Suganya.,much payed Suganya
0,Left dessert. U wan me 2 go suntec look 4 u?,Left dessert U wan 2 go suntec look 4 u
0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",Abeg make profit start using get sponsors next event
0,Onum ela pa. Normal than.,Onum ela pa Normal
0,K.k..how is your sister kids?,Kkhow sister kids
0,"Cool, I'll text you when I'm on the way",Cool Ill text Im way
0,Nope. Meanwhile she talk say make i greet you.,Nope Meanwhile talk say make greet
0,i cant talk to you now.i will call when i can.dont keep calling.,cant talk nowi call candont keep calling
0,Anything lar...,Anything lar
0,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",Rose needs water season needs change poet needs imaginationMy phone needs ur sms need ur lovely frndship forever
0,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",Good afternoon babe goes day job prospects yet miss love sighs
0,They will pick up and drop in car.so no problem..,pick drop carso problem
0,S.i think he is waste for rr..,Si think waste rr
0,He is world famamus....,world famamus
0,Is there coming friday is leave for pongal?do you get any news from your work place.,coming friday leave pongaldo get news work place
0,Lol well don't do it without me. We could have a big sale together.,Lol well dont without could big sale together
0,* Am on my way,way
0,Eat at old airport road... But now 630 oredi... Got a lot of pple...,Eat old airport road 630 oredi Got lot pple
0,"sry can't talk on phone, with parents",sry cant talk phone parents
1,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",Final Chance Claim ur £150 worth discount vouchers today Text YES 85023 SavaMob member offers mobile Cs SavaMob POBOX84 M263UZ £300 Subs 16
0,Ok lor wat time í_ finish?,Ok lor wat time í finish
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",Princess like make love ltgt times per night Hope thats problem
0,Mm i am on the way to railway,Mm way railway
0,i dnt wnt to tlk wid u,dnt wnt tlk wid u
0,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",Im done Im sorry hope next space gives everything want Remember furniture im around move lock locks leave key jenne
0,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,yet id like keep touch easiest way barcelona way ru house
1,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",Sppok ur mob Halloween collection nokia logopic message plus FREE eerie tone txt CARD SPOOK 8007
1,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",Urgent call 09066612661 landline complementary 4 Tenerife Holiday £10000 cash await collection SAE TCs PO Box 3 WA14 2PX 150ppm 18 Sender Hol Offer
0,K.:)do it at evening da:)urgent:),Kdo evening daurgent
0,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,Pansy Youve living jungle two years driving worried
0,Mm have some kanji dont eat anything heavy ok,Mm kanji dont eat anything heavy ok
0,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,promise getting SOON youll text morning let know made ok
0,Lol that's different. I don't go trying to find every real life photo you ever took.,Lol thats different dont go trying find every real life photo ever took
0,I dont thnk its a wrong calling between us,dont thnk wrong calling us
0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,K ill drinkpa need srs model pls send mail id pa
0,Aiyah e rain like quite big leh. If drizzling i can at least run home.,Aiyah e rain like quite big leh drizzling least run home
0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,2 docs appointments next week Im tired shoving stuff Ugh couldnt normal body
0,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,Dun b sad Dun thk abt already Concentrate ur papers k
0,"Greetings me, ! Consider yourself excused.",Greetings Consider excused
0,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,drama Plsi enough family struggling hot sun strange placeNo reason ego going INVITED actually necessity gowait serious reppurcussions
0,they released another Italian one today and it has a cosign option,released another Italian one today cosign option
0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",mu try figure much money everyone gas alcohol jay trying figure weed budget
1,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,WINNER valued network customer hvae selected receive £900 reward collect call 09061701444 Valid 24 hours ACL03530150PM
0,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,HCL chennai requires FRESHERS voice processExcellent english neededSalary upto ltgt Call MsSuman ltgt Telephonic interview via Indyarockscom
0,Dai what this da.. Can i send my resume to this id.,Dai da send resume id
0,"I know where the  &lt;#&gt;  is, I'll be there around 5",know ltgt Ill around 5
0,Yup i've finished c í_ there...,Yup ive finished c í
0,Remember to ask alex about his pizza,Remember ask alex pizza
0,No da..today also i forgot..,datoday also forgot
0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",Ola would get back maybe today told direct link US getting cars bids online arrange shipping get cut U partnership U Invest money shipping takes care restUWud b self reliant soon dnt worry
0,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,Fwiw reason Im around time smoke gas afford around someone tells apparently happens somebody wants light
0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",Hello boytoy made home constant thought love hope nice visit cant wait till come home kiss
0,Congrats kano..whr s the treat maga?,Congrats kanowhr treat maga
0,Who u talking about?,u talking
0,Yup...,Yup
0,Ok...,Ok
0,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",U wake already Wat u U picking us later rite Im taking sq825 reaching ard 7 smth 8 like dat U check e arrival time C ya soon
0,Yunny i'm walking in citylink now í_ faster come down... Me very hungry...,Yunny im walking citylink í faster come hungry
0,Er yep sure. Props?,Er yep sure Props
0,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",Hiya u paying money account thanks Got pleasant surprise checked balance u c dont get statements 4 acc
1,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,U nokia 6230 plus free digital camera u get u win FREE auction take part send NOKIA 83383 POBOX11414TCRW1 16
0,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,Ok ill send ltDECIMALgt ok
0,Bognor it is! Should be splendid at this time of year.,Bognor splendid time year
0,Yes.i'm in office da:),Yesim office da
0,"Sorry, I'll call later",Sorry Ill call later
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,Joys father John John NAME Joys father Mandan
0,Ok. I only ask abt e movie. U wan ktv oso?,Ok ask abt e movie U wan ktv oso
0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,Misplaced number sending texts old number Wondering ive heard year best mcat Got number atlanta friends
0,"Sorry, I'll call later",Sorry Ill call later
0,Dunno lei... I might b eatin wif my frens... If í_ wan to eat then i wait 4 í_ lar,Dunno lei might b eatin wif frens í wan eat wait 4 í lar
0,"Sorry, I'll call later",Sorry Ill call later
1,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,FREE entry £250 weekly comp send word WIN 80086 18 TC wwwtxttowincouk
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",Say slowly GODI LOVE amp NEED YOUCLEAN HEART BLOODSend Ten special people amp u c miracle tomorrow itplspls
0,Do u noe how 2 send files between 2 computers?,u noe 2 send files 2 computers
0,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",Mmmmm loved waking words morning miss Love hope day goes well happy wait us together
0,jay says he'll put in  &lt;#&gt;,jay says hell put ltgt
0,Can you just come in for a sec? There's somebody here I want you to see,come sec Theres somebody want see
0,So the sun is anti sleep medicine.,sun anti sleep medicine
0,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,Whats happening gotten job begun registration permanent residency
0,Yup ok...,Yup ok
0,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,Glad went well come 11 well plenty time claire goes work
0,Ok enjoy . R u there in home.,Ok enjoy R u home
0,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",pls pls send mail know relatives coming deliver know costs risks benefits anything else Thanks
0,You do what all you like,like
0,That's y we haf to combine n c how lor...,Thats haf combine n c lor
0,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,monthly amount terrible pay anything till 6months finishing school
0,Hmmm:)how many players selected?,Hmmmhow many players selected
0,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",said gonna snow start around 8 9 pm tonite predicting inch accumulation
0,I dont. Can you send it to me. Plus how's mode.,dont send Plus hows mode
0,Aiyo please í_ got time meh.,Aiyo please í got time meh
0,Package all your programs well,Package programs well
0,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",sister belongs 2 family hope tomorrow Pray 4 herwho fated 4 Shoranur train incident Lets hold hands together amp fuelled love amp concern prior 2 grief amp pain Pls join dis chain amp pass STOP VIOLENCE WOMEN
0,So are you guys asking that i get that slippers again or its gone with last year,guys asking get slippers gone last year
0,Company is very good.environment is terrific and food is really nice:),Company goodenvironment terrific food really nice
1,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",Text82228 Get ringtones logos games wwwtxt82228com Questions infotxt82228couk
0,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,Honestly ive made lovely cup tea promptly dropped keys burnt fingers getting
0,Yup but not studying surfing lor. I'm in e lazy mode today.,Yup studying surfing lor Im e lazy mode today
0,Please sen :)my kind advice :-)please come here and try:-),Please sen kind advice please come try
0,I'm done. C í_ there.,Im done C í
0,"Oh fine, I'll be by tonight",Oh fine Ill tonight
0,íì give me some time to walk there.,íì give time walk
0,I'll reach in ard 20 mins ok...,Ill reach ard 20 mins ok
1,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",FreeMSG awarded FREE mini DIGITAL CAMERA reply SNAP collect prize quizclub Opt Stop 80122300pwk SPRWM Ph08704050406
0,Fuck babe ... What happened to you ? How come you never came back?,Fuck babe happened come never came back
1,This message is brought to you by GMW Ltd. and is not connected to the,message brought GMW Ltd connected
0,"Some friends want me to drive em someplace, probably take a while",friends want drive em someplace probably take
0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,also thk fast Xy suggest one U dun wan ok Going 2 rain leh got gd
0,Are you still getting the goods.,still getting goods
0,And maybe some pressies,maybe pressies
0,"Yeah I am, so I'll leave maybe 7ish?",Yeah Ill leave maybe 7ish
0,K..k..i'm also fine:)when will you complete the course?,Kkim also finewhen complete course
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",sea lays rock rock envelope envelope paper paper 3 words
0,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,told Dr appt next week thinks Im gonna die told check Nothing worried didnt listen
0,You in your room? I need a few,room need
0,I dont want to hear anything,dont want hear anything
0,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,Hey leave friday Wait ask superior tell
0,Ultimately tor motive tui achieve korli.,Ultimately tor motive tui achieve korli
0,From 5 to 2 only my work timing.,5 2 work timing
0,äó_ and donäóÖt worry weäóÖll have finished by march äó_ ish!,äó donäóÖt worry weäóÖll finished march äó ish
0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat rolled newscaster dabbles jazz flute behind wheel
1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",Congrats 2 mobile 3G Videophones R call 09063458130 videochat wid ur mates play java games Dload polypH music noline rentl bx420 ip4 5we 150p
1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,next amazing xxx PICSFREE1 video sent enjoy one vid enough 2day text back keyword PICSFREE1 get next video
0,Now thats going to ruin your thesis!,thats going ruin thesis
0,In sch but neva mind u eat 1st lor..,sch neva mind u eat 1st lor
0,Hey whats up? U sleeping all morning?,Hey whats U sleeping morning
0,Erm. I thought the contract ran out the4th of october.,Erm thought contract ran the4th october
0,I dunno until when... Lets go learn pilates...,dunno Lets go learn pilates
1,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,U subscribed best Mobile Content Service UK £3 per ten days send STOP 83435 Helpline 08706091795
0,Yup i'm elaborating on the safety aspects and some other issues..,Yup im elaborating safety aspects issues
1,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",3 FREE TAROT TEXTS Find love life TRY 3 FREE Text CHANCE 85555 16 3 Free Msgs £150
0,"Goodmorning, today i am late for 1hr.",Goodmorning today late 1hr
0,Hi happy birthday. Hi hi hi hi hi hi hi,Hi happy birthday Hi hi hi hi hi hi hi
0,I will be outside office take all from there,outside office take
0,If you don't respond imma assume you're still asleep and imma start calling n shit,dont respond imma assume youre still asleep imma start calling n shit
0,"Aight, see you in a bit",Aight see bit
0,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),superior telling friday leave department except oursso leave youany way call waheed fathima hr conform
1,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,Join UKs horniest Dogging service u sex 2nite sign follow instructions Txt ENTRY 69888 NytEC2A3LPmsg150p
0,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,Lol take member said aunt flow didnt visit 6 months cause developed ovarian cysts Bc way shrink
0,Still work going on:)it is very small house.,Still work going onit small house
0,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend got says hes upping order grams hes got ltgt get
0,Tmr timin still da same wat cos i got lesson until 6...,Tmr timin still da wat cos got lesson 6
0,"ThatäóÖs the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ThatäóÖs thing apes u fight death keep something minute u let go thats
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,Sunshine Quiz Wkly Q Win top Sony DVD player u know country Liverpool played mid week Txt ansr 82277 £150 SPTyrone
0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,im gonna able late notice ill home weeks anyway plans
0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",Got fujitsu ibm hp toshiba Got lot model say
0,Okie... Thanx...,Okie Thanx
0,"Gosh that , what a pain. Spose I better come then.",Gosh pain Spose better come
0,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp well
0,Okie,Okie
0,So when you gonna get rimac access ,gonna get rimac access
0,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",Im arestaurant eating squid 1030 wanna dosomething late
0,You call times job today ok umma and ask them to speed up,call times job today ok umma ask speed
0,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",HELLO UCALL WEN U FINISH WRKI FANCY MEETIN WIV U TONITE NEED BREAK DABOOKS 4 HRS LAST NITE2 TODAY WRK
0,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,R U SAM P EACHOTHER MEET GO 2 HOUSE
0,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah Lol Luckily didnt starring role like
0,Hello madam how are you ?,Hello madam
0,"Awesome, text me when you're restocked",Awesome text youre restocked
0,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp well
1,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,Knock Knock Txt whose 80082 enter r weekly draw 4 £250 gift voucher 4 store yr choice TCs wwwtklscom age16 stoptxtstop£150week
0,Yes. It's all innocent fun. O:-),Yes innocent fun
0,Thanks for sending this mental ability question..,Thanks sending mental ability question
0,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",Sir hope day going smoothly really hoped wont bother bills cant settle month extra cash know challenging time also let know
0,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,2marrow Wed ltgt 2 aha
0,I went to ur hon lab but no one is there.,went ur hon lab one
0,I cant pick the phone right now. Pls send a message,cant pick phone right Pls send message
0,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,Hey pple700 900 5 nightsExcellent location wif breakfast hamper
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,Forwarded 21870000Hi Mailbox Messaging SMS alert 40 matches Please call back 09056242159 retrieve messages matches cc100pmin
0,How come?,come
0,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,Lol Nah wasnt bad thanks good b home quite reality check Hows ur day u anything website
0,Ok lor...,Ok lor
0,I'm coming home 4 dinner.,Im coming home 4 dinner
0,S da..al r above  &lt;#&gt;,daal r ltgt
1,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk.""",FREE RING TONE text POLYS 87131 every week get new tone 0870737910216yrs £150wk
0,Unni thank you dear for the recharge..Rakhesh,Unni thank dear rechargeRakhesh
